,strDrink,strCategory,strDrinkThumb,strIngredients,strInstructions
310,Jack Rose Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,"Apple brandy, Grenadine, Lime   ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
311,Jack's Vanilla Coke,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,"Ice, Tennessee whiskey, Vanilla extract, Coca-Cola ","After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom."
312,Jackhammer,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,"Jack Daniels, Amaretto  ","Serve over ice- Warning,Deadly!"
313,Jam Donut,Shot,http://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,"Baileys irish cream, Chambord raspberry liqueur, Sugar syrup, Sugar ","Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve."
314,Jamaica Kiss,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,"Coffee liqueur, Light rum, Ice, Milk ",Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.
315,Jamaican Coffee,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,"Rum, Coffee, Water, Whipped cream ","Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw."
316,Japanese Fizz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,"Blended whiskey, Lemon, Powdered sugar, Port, Egg white, Carbonated water , ","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
317,Jello shots,Shot,http://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,"Vodka, Jello, Water   ","Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away..."
318,Jelly Bean,Shot,http://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,"Blackberry brandy, Anis  ",mix equal parts in pony glass-tastes just like a jelly bean!
319,Jewel Of The Nile,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,"Gin, Green Chartreuse, Yellow Chartreuse   ","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
320,Jitterbug,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,"Gin, Vodka, Grenadine, Lime juice, Sugar, Sugar syrup, Soda water ","Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!"
321,John Collins,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg,"Bourbon, Lemon juice, Sugar, Club soda, Maraschino cherry, Orange , ",Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.
322,Just a Moonmint,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,"Milk, Chocolate syrup, Mint syrup   ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
323,Kamikaze,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,"Vodka, Triple sec, Lime juice   ","Shake all ingredients together with ice. Strain into glass, garnish and serve."
324,Karsk,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,"Coffee, Grain alcohol  ","Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality."
325,Kentucky B And B,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,"Bourbon, Benedictine  ",Pour the bourbon and Benedictine into a brandy snifter.
326,Kentucky Colonel,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,"Bourbon, Benedictine, Lemon peel   ",In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.
327,Kill the cold Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,"Ginger, Lemon, Water   ",Juice ginger and lemon and add it to hot water. You may add cardomom.
328,Kioki Coffee,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,"Kahlua, Brandy, Coffee   ",Stir. Add whipped cream to the top.
329,Kir,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,"Creme de Cassis, Champagne  ","Add the crème de cassis to the bottom of the glass, then top up with wine."
330,Kir Royale,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,"Creme de Cassis, Champagne  ","Pour Creme de cassis in glass, gently pour champagne on top"
331,Kiss me Quick,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,"Cranberry vodka, Apfelkorn, Schweppes Russchian, Apple juice, Ice  ",mix in the glass
332,Kiwi Lemon,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,"Kiwi liqueur, Bitter lemon, Ice   ",Mix in highball glass. Stirr. Garnish with slice of kiwi.
333,Kiwi Papaya Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,"Kiwi, Papaya  ",Throw everything into a blender and liquify.
334,Kool First Aid,Shot,http://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,"151 proof rum, Kool-Aid  ","Add Kool Aid to a double shot glass, and top with rum. Slam and shoot."
335,Kool-Aid Shot,Shot,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,"Vodka, Amaretto, Sloe gin, Triple sec, Cranberry juice  ",Pour into a large glass with ice and stir. Add a little cranberry juice to taste.
336,Kool-Aid Slammer,Shot,http://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,"Kool-Aid, Vodka  ","Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid."
337,Kurant Tea,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,"Absolut Kurant, Tea, Sugar   ","Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!"
338,Lady Love Fizz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,"Gin, Light cream, Powdered sugar, Lemon, Egg white, Carbonated water , ","Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve."
339,Lassi - A South Indian Drink,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"Yoghurt, Water, Cumin seed, Salt, Mint  ","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold."
340,Lassi - Mango,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,"Mango, Yoghurt, Sugar, Water ",Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.
341,Lassi - Sweet,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,"Yoghurt, Water, Sugar, Salt, Lemon juice  ",Put all ingredients into a blender and blend until nice and frothy. Serve chilled.
342,Lassi Khara,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,"Yoghurt, Water, Salt, Asafoetida ",Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.
343,Lassi Raita,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"Yoghurt, Ice, Sugar, Lime, Salt  ","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead."
344,Lemon Drop,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,"Absolut Vodka, Cointreau, Lemon   ",Shake and strain into a chilled cocktail glass rimmed with sugar.
345,Lemon Shot,Shot,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,"Galliano, Absolut Citron, Lemon, Sugar, 151 proof rum  ","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade."
346,Lemouroudji,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,"Ginger, Water, Lemon, Sugar, Cayenne pepper  ","Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve."
347,Limeade,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,"Lime, Sugar, Soda water, Lime peel ","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out."
348,Limona Corona,Beer,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,"Corona, Bacardi Limon  ","Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink."
349,Loch Lomond,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,"Scotch, Drambuie, Dry Vermouth, Lemon peel ","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
350,London Town,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,"Gin, Maraschino liqueur, Orange bitters   ","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
351,Lone Tree Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,"Sweet Vermouth, Gin  ","Stir ingredients with ice, strain into a cocktail glass, and serve."
352,Lone Tree Cooler,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,"Carbonated water, Gin, Dry Vermouth, Powdered sugar, Orange spiral, Lemon peel , ","Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass."
353,Long Island Iced Tea,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,"Vodka, Tequila, Light rum, Gin, Coca-Cola, Lemon peel , ",Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.
354,Long Island Tea,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,"Vodka, Light rum, Gin, Tequila, Lemon, Coca-Cola , ",Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.
355,Long vodka,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,"Vodka, Lime, Angostura bitters, Tonic water, Ice  ","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka"
356,Lord And Lady,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,"Dark rum, Tia maria  ",Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.
357,Lunch Box,Beer,http://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,"Beer, Amaretto, Orange juice   ",Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.
358,Mai Tai,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"Light rum, Orgeat syrup, Triple sec, Sweet and sour, Cherry  ",Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.
359,Malibu Twister,Cocktail,http://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,"Malibu rum, Tropicana, Cranberry juice   ","Add rum & trister then, add cranberry jucie,stir"
360,Mango Orange Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,"Mango, Orange  ",Throw everything into a blender and liquify.
361,Manhattan,Cocktail,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,"Sweet Vermouth, Bourbon, Angostura bitters, Ice, Maraschino cherry, Orange peel , ","Stirred over ice, strained into a chilled glass, garnished, and served up."
362,Margarita,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,"Tequila, Triple sec, Lime juice, Salt ","Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass."
363,Martinez Cocktail,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,"Gin, Dry Vermouth, Triple sec, Orange bitters, Cherry  ",Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.
364,Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,"Gin, Dry Vermouth, Olive   ","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
365,Mary Pickford,Cocktail,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"Light rum, Pineapple juice, Maraschino liqueur, Grenadine, Maraschino cherry  ",Shake and strain into a chilled large cocktail glass
366,Masala Chai,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"Water, Tea, Ginger, Cardamom, Cloves, Cinnamon, Black pepper, Sugar, Milk",Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.
367,Melya,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"Espresso, Honey, Cocoa powder   ","Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream."
368,Miami Vice,Cocktail,http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"151 proof rum, Pina colada mix, Daiquiri mix   ","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."
369,Microwave Hot Cocoa,Cocoa,http://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,"Sugar, Cocoa powder, Salt, Water, Milk, Vanilla extract , ","Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well."
370,Midnight Cowboy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,"Bourbon, Dark rum, Heavy cream   ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
371,Midnight Manx,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,"Kahlua, Bailey's irish cream, Goldschlager, Heavy cream, Coffee  ","Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!"
372,Midnight Mint,Cocktail,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"Bailey's irish cream, White Creme de Menthe, Cream   ","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."
373,Mimosa,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,"Champagne, Orange juice  ","Ensure both ingredients are well chilled, then mix into the glass. Serve cold."
374,Mississippi Planters Punch,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,"Brandy, Light rum, Bourbon, Lemon, Powdered sugar, Carbonated water , ","Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve."
375,Mocha-Berry,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"Coffee, Chambord raspberry liqueur, Cocoa powder, Whipped cream ","pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream."
376,Mojito,Cocktail,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,"Light rum, Lime, Sugar, Mint, Soda water  ",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.
377,Mojito #3,Cocktail,http://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"Mint, Lemon juice, Dark rum, Club soda, Angostura bitters  ","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura."
378,Monkey Gland,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"Gin, Benedictine, Orange juice, Grenadine ","Shake well over ice cubes in a shaker, strain into a chilled cocktail glass."
379,Monkey Wrench,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,"Light rum, Grapefruit juice, Bitters   ",Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.
380,Moranguito,Shot,http://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"Absinthe, Tequila, Grenadine   ","first you put rhe absinthe, then put tequila, then put the Granadine syrup."
381,Moscow Mule,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"Vodka, Lime juice, Ginger ale   ",Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.
382,Mother's Milk,Shot,http://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,"Goldschlager, Butterscotch schnapps, Milk   ","Shake over ice, strain. Serves two."
383,Mudslinger,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,"Southern Comfort, Orange juice, Pepsi Cola   ",Add all contents to a large jug or punch bowl. Stir well!
384,Mulled Wine,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"Water, Sugar, Cloves, Cinnamon, Lemon peel, Red wine, Brandy ","Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy."
385,National Aquarium,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,"Rum, Vodka, Gin, Blue Curacao, Sour mix, Lemon-lime soda , ",Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.
386,Negroni,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tutwwv1439907127.jpg,"Gin, Campari, Sweet Vermouth   ","Stir into glass over ice, garnish and serve."
387,New York Lemonade,Cocktail,http://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,"Absolut Citron, Grand Marnier, Lemon juice, Club soda ",Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.
388,New York Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,"Blended whiskey, Lemon, Sugar, Red wine, Lemon, Cherry , ","Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve."
389,Nuked Hot Chocolate,Cocoa,http://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,"Cocoa powder, Sugar, Vanilla extract, Milk ","Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts."
390,Nutty Irishman,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,"Bailey's irish cream, Frangelico, Milk   ",Serve over ice
391,Old Fashioned,Cocktail,http://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,"Bourbon, Angostura bitters, Sugar, Water ","Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry."
392,Orange Crush,Shot,http://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,"Vodka, Triple sec, Orange juice   ",Add all ingredients to tumbler-Pour as shot
393,Orange Oasis,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xqqytq1441167923.jpg,"Cherry brandy, Gin, Orange juice, Ginger ale ","Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve."
394,Orange Push-up,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,"Spiced rum, Grenadine, Orange juice, Sour mix ",Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!
395,Orange Scented Hot Chocolate,Cocoa,http://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,"Milk, Chocolate, Orange peel, Espresso, Nutmeg  ","Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings."
396,Orange Whip,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,"Orange juice, Rum, Vodka, Cream, Ice  ",Pour ingredients over ice and stir.
397,Orangeade,Cocktail,http://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,"Lemon juice, Orange juice, Sugar syrup, Soda water ","Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw."
398,Oreo Mudslide,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,"Vodka, Kahlua, Bailey's irish cream, Vanilla ice-cream, Oreo cookie  ","Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry."
399,Orgasm,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,"Creme de Cacao, Amaretto, Triple sec, Vodka, Light cream  ","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
400,Owen's Grandmother's Revenge,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg,"Whiskey, Beer, Lemonade, Ice ",Add ingredients and mix in blender.
401,Paradise,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,"Gin, Apricot Brandy, Orange Juice   ",Shake together over ice. Strain into cocktail glass and serve chilled.
402,Pina Colada,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/cpf4j51504371346.jpg,"Light rum, Coconut milk, Pineapple   ","Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve."
403,Pineapple Gingerale Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,"Ginger, Pineapple  ",Throw everything into a blender and liquify.
404,Pink Gin,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,"Bitters, Gin  ","Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice."
405,Pink Lady,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,"Gin, Grenadine, Light cream, Egg white ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
406,Pink Panty Pulldowns,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,"Sprite, Pink lemonade, Vodka   ",Shake well
407,Pink Penocha,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,"Everclear, Vodka, Peach schnapps, Orange juice, Cranberry juice  ",mix all ingredients into bowl keep iced stir frequently
408,Pisco Sour,Cocktail,http://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,"Pisco, Lemon juice, Sugar, Ice ","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]"
409,Planter's Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/yvos231504351384.jpg,"Dark rum, Orgeat syrup, Orange juice, Pineapple juice ","Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple."
410,Popped cherry,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,"Vodka, Cherry liqueur, Cranberry juice, Orange juice ",Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!
411,Poppy Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,"Gin, Creme de Cacao  ","Shake ingredients with ice, strain into a cocktail glass, and serve."
412,Port And Starboard,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,"Grenadine, Green Creme de Menthe  ","Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing."
413,Port Wine Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,"Port, Brandy  ","Stir ingredients with ice, strain into a cocktail glass, and serve."
414,Port Wine Flip,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,"Port, Light cream, Powdered sugar, Egg, Nutmeg  ",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.
415,Porto flip,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,"Brandy, Port, Egg Yolk   ","Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve."
416,Pysch Vitamin Light,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,"Orange juice, Apple juice, Pineapple juice, Ice ",Shake with ice.
